date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2019-01-01,27,27,17,22,22,6,22,23,3,154,1020,7,0.8,0.0,8.4,19,83,5,12061
2019-01-02,26,26,15,21,21,6,21,22,4,120,1020,10,0.2,0.0,10.0,18,84,6,12061
2019-01-03,25,25,16,22,22,4,22,23,5,193,1017,8,1.3,0.0,6.8,18,83,5,12061
2019-01-04,25,25,17,21,21,5,22,22,7,201,1015,15,0.4,0.0,10.3,17,79,6,12061
2019-01-05,19,19,16,18,18,6,18,18,7,284,1018,13,0.2,0.0,10.3,12,72,5,12061
2019-01-06,22,22,13,16,16,6,16,18,4,144,1022,10,0.0,0.0,10.3,11,77,5,12061
2019-01-07,24,24,12,18,18,6,18,20,3,97,1023,9,0.0,0.0,10.3,14,80,6,12061
2019-01-08,27,27,12,19,19,6,20,21,2,219,1021,3,0.0,0.0,6.8,14,78,5,12061
2019-01-09,22,22,13,17,17,6,18,19,6,321,1018,13,0.0,0.0,10.3,10,70,4,12061
2019-01-10,17,17,5,10,10,6,11,12,8,233,1020,13,0.0,0.0,10.3,3,60,4,12061
2019-01-11,22,22,8,15,15,6,15,18,6,61,1021,14,0.0,0.0,10.3,10,74,5,12061
2019-01-12,24,24,15,19,19,6,19,20,4,111,1022,12,0.0,0.0,6.8,13,73,5,12061
2019-01-13,23,23,13,19,19,6,19,20,5,239,1020,8,0.0,0.0,10.0,15,80,5,12061
2019-01-14,21,21,12,17,17,5,17,18,6,14,1020,10,0.0,0.0,10.4,12,75,5,12061
2019-01-15,18,18,7,13,13,6,14,15,7,233,1022,11,0.0,0.0,10.4,8,76,4,12061
2019-01-16,21,21,6,14,14,6,15,16,6,122,1023,11,0.0,0.0,8.4,8,75,4,12061
2019-01-17,23,23,8,15,15,6,15,18,4,41,1023,10,0.0,0.0,10.4,10,78,5,12061
2019-01-18,24,24,9,17,17,4,18,19,3,158,1021,8,0.0,0.0,10.4,11,76,5,12061
2019-01-19,26,26,11,18,18,6,19,21,5,178,1018,12,0.0,0.0,10.4,13,74,6,12061
2019-01-20,18,18,15,17,17,6,18,17,13,281,1014,21,3.3,0.0,8.4,11,74,4,12061
2019-01-21,13,13,2,9,9,6,10,10,6,18,1025,14,0.0,0.0,10.4,4,69,4,12061
2019-01-22,21,21,13,16,16,6,17,18,8,88,1027,18,0.7,0.0,6.8,11,73,4,12061
2019-01-23,24,24,16,20,20,6,20,22,9,143,1021,19,0.4,0.0,6.8,15,71,5,12061
2019-01-24,23,23,19,20,20,6,20,21,10,248,1016,19,3.0,0.0,5.2,17,83,5,12061
2019-01-25,17,17,7,12,12,6,14,13,7,121,1021,14,0.0,0.0,10.5,6,69,4,12061
2019-01-26,19,19,9,12,12,4,13,15,8,21,1022,15,17.7,0.0,8.4,8,73,3,12061
2019-01-27,17,17,12,15,15,3,15,15,10,24,1015,23,89.3,0.0,5.2,13,89,4,12061
2019-01-28,18,18,8,13,13,5,14,15,8,352,1017,16,19.4,0.0,5.4,7,75,3,12061
2019-01-29,20,20,6,14,14,6,15,16,5,252,1016,10,0.0,0.0,10.9,8,73,5,12061
2019-01-30,12,12,10,11,11,4,11,11,8,14,1022,14,0.6,0.0,5.5,6,70,3,12061
2019-01-31,18,18,7,14,14,6,15,15,8,38,1024,16,0.4,0.0,5.5,9,73,4,12061
2019-02-01,20,20,13,17,17,5,17,18,6,91,1022,11,1.0,0.0,7.0,14,79,4,12061
2019-02-02,24,24,13,18,18,5,18,19,6,123,1019,7,8.0,0.0,5.5,16,85,4,12061
2019-02-03,23,23,14,19,19,4,20,19,5,262,1017,6,0.3,0.0,10.1,15,84,4,12061
2019-02-04,23,23,13,18,18,6,19,19,5,23,1018,8,0.2,0.0,10.1,15,84,5,12061
2019-02-05,23,23,14,18,18,5,18,20,5,41,1020,8,0.0,0.0,11.0,13,75,5,12061
2019-02-06,25,25,16,20,20,6,20,22,5,78,1022,8,0.0,0.0,11.0,14,70,6,12061
2019-02-07,26,26,18,21,21,6,21,23,6,103,1022,9,0.0,0.0,11.0,16,77,6,12061
2019-02-08,25,25,13,19,19,6,19,20,3,79,1022,10,1.4,0.0,7.0,15,82,5,12061
2019-02-09,24,24,19,20,20,11,20,21,9,40,1025,16,1.5,0.0,10.1,17,85,5,12061
2019-02-10,25,25,19,21,21,8,21,23,9,107,1024,13,2.5,0.0,5.5,17,82,5,12061
2019-02-11,27,27,19,22,23,8,23,24,6,142,1020,11,1.9,0.0,7.1,18,81,5,12061
2019-02-12,26,26,20,22,22,4,22,24,6,180,1018,13,10.2,0.0,7.1,19,85,5,12061
2019-02-13,18,18,14,17,17,5,17,17,7,239,1020,16,29.0,0.0,5.6,14,84,4,12061
2019-02-14,23,23,8,16,16,8,16,19,5,49,1019,13,0.0,0.0,11.1,12,78,5,12061
2019-02-15,24,24,12,19,19,7,20,21,3,166,1015,7,0.0,0.0,11.1,14,79,6,12061
2019-02-16,25,25,12,19,19,9,19,21,5,238,1013,11,0.0,0.0,10.1,15,78,5,12061
2019-02-17,27,27,17,22,22,8,22,23,4,185,1015,9,0.1,0.0,11.6,17,80,6,12061
2019-02-18,29,29,19,24,26,6,26,26,5,212,1019,10,2.5,0.0,5.8,20,82,6,12061
2019-02-19,28,28,19,23,24,6,24,25,5,126,1021,13,5.8,0.0,5.8,20,81,5,12061
2019-02-20,28,28,19,24,25,5,25,25,8,144,1018,16,0.1,0.0,7.3,20,79,6,12061
2019-02-21,28,28,19,23,23,5,23,25,5,147,1019,14,2.1,0.0,5.8,19,78,6,12061
2019-02-22,27,27,17,23,23,4,23,24,4,139,1021,10,0.1,0.0,11.6,19,83,5,12061
2019-02-23,26,26,18,23,24,10,24,25,6,148,1021,12,1.9,0.0,5.8,20,82,5,12061
2019-02-24,27,27,18,23,24,5,24,25,5,237,1019,12,0.8,0.0,11.6,19,79,5,12061
2019-02-25,23,23,16,20,20,6,21,21,8,45,1022,18,0.0,0.0,10.2,16,73,5,12061
2019-02-26,24,24,17,21,21,5,21,22,6,89,1023,13,3.3,0.0,7.3,18,83,5,12061
2019-02-27,24,24,17,21,21,5,21,22,5,93,1019,9,10.3,0.0,8.7,18,83,5,12061
2019-02-28,24,24,16,20,20,4,20,22,3,214,1017,7,0.3,0.0,10.2,17,83,6,12061
2019-03-01,25,25,16,20,20,6,20,22,5,153,1018,7,0.0,0.0,10.2,17,83,5,12061
2019-03-02,23,23,16,20,20,6,20,21,6,184,1018,7,0.4,0.0,11.6,16,81,6,12061
2019-03-03,23,23,13,18,18,4,18,20,6,212,1019,10,0.4,0.0,10.2,13,75,4,12061
2019-03-04,30,30,19,23,24,4,24,26,9,260,1015,13,5.7,0.0,7.3,19,78,6,12061
2019-03-05,20,20,14,17,17,6,17,18,8,302,1019,11,0.1,0.0,7.3,13,73,4,12061
2019-03-06,16,16,9,11,11,6,12,13,11,128,1026,16,0.0,0.0,11.6,2,51,4,12061
2019-03-07,21,21,10,15,15,6,16,18,7,70,1026,12,0.0,0.0,11.6,8,63,5,12061
2019-03-08,23,23,15,19,19,6,19,21,5,104,1023,9,0.0,0.0,10.2,12,66,5,12061
2019-03-09,27,27,18,22,23,6,23,24,8,115,1020,12,1.0,0.0,5.9,18,78,5,12061
2019-03-10,29,29,20,24,25,5,25,26,7,159,1021,11,3.5,0.0,7.4,19,79,6,12061
2019-03-11,30,30,20,24,26,6,26,26,5,160,1022,8,0.7,0.0,8.8,19,76,6,12061
2019-03-12,25,25,19,22,23,6,23,23,8,22,1021,12,0.9,0.0,7.4,18,79,5,12061
2019-03-13,25,25,19,21,22,6,22,23,10,98,1021,15,0.1,0.0,10.2,16,73,5,12061
